"small_rna","small_rna_class","small_rna_mean","small_rna_fold_change","small_rna_p_value","mrna_target","mrna_class","mrna_mean","mrna_fold_change","mrna_p_value"
"WBGene00018833","unk",406.055,-0.339,0.131,"WBGene00018833","unk",1748.767,0.049,0.841
"WBGene00018835","unk",683.123,0.699,0,"WBGene00018835","unk",211.984,0.004,0.995
"WBGene00018836","CSR",116.652,0.24,0.568,"WBGene00018836","CSR",1072.54,-0.036,0.903
"WBGene00018837","WAGO",289.183,-1.853,0,"WBGene00018837","WAGO",369.875,-0.452,0.113
"WBGene00018838","unk",15.004,-0.883,0.421,"WBGene00018838","unk",29.864,-0.022,0.99
"WBGene00018840","unk",2.109,-0.484,0.882,"WBGene00018840","unk",8.888,3.226,0.1
"WBGene00018841","ALG",11.032,5.746,0.003,"WBGene00018841","ALG",14.391,4.157,0.006
"WBGene00018842","unk",506.089,4.76,0,"WBGene00018842","unk",5.488,-1.469,0.592
"WBGene00018845","unk",197.634,-1.06,0,"WBGene00018845","unk",304.158,-0.034,0.95
"WBGene00018846","unk",1077.776,-0.005,0.983,"WBGene00018846","unk",16531.475,-0.091,0.435
"WBGene00018847","ALG",469.491,0.16,0.514,"WBGene00018847","ALG",3578.833,-0.07,0.646
"WBGene00018848","CSR",245.736,0.005,0.989,"WBGene00018848","CSR",1055.181,-0.05,0.863
"WBGene00018849","CSR",1610.517,0.361,0.012,"WBGene00018849","CSR",11596.193,-0.346,0
"WBGene00018850","WAGO",3179.266,-4.897,0,"WBGene00018850","WAGO",70.77,3.803,0
"WBGene00018851","WAGO",3411.286,-5.472,0,"WBGene00018851","WAGO",56.952,4.993,0
"WBGene00018852","unk",1663.365,-0.249,0.093,"WBGene00018852","unk",870.75,3.237,0
"WBGene00018853","WAGO",139.192,-1.484,0,"WBGene00018853","WAGO",366.719,-0.328,0.26
"WBGene00018854","unk",33.552,0.344,0.661,"WBGene00018854","unk",80.148,-1.586,0.001
"WBGene00018855","unk",250.561,0.325,0.24,"WBGene00018855","unk",10.342,-0.981,0.646
"WBGene00018856","ERGO",791.845,-0.246,0.187,"WBGene00018856","ERGO",16.414,-0.224,0.916
"WBGene00018857","unk",115.386,-0.175,0.692,"WBGene00018857","unk",481.08,-0.193,0.523
"WBGene00018859","unk",2.882,0.937,0.75,"WBGene00018859","unk",5.264,-0.481,0.895
"WBGene00018860","unk",11.5,-0.175,0.904,"WBGene00018860","unk",237.895,0.361,0.35
"WBGene00018861","unk",6.866,1.065,0.513,"WBGene00018861","unk",27.496,-1.922,0.032
"WBGene00018862","WAGO",2685.568,-3.022,0,"WBGene00018862","WAGO",6159.35,0.836,0
"WBGene00018863","CSR",147.276,0.743,0.023,"WBGene00018863","CSR",446.01,-0.038,0.95
"WBGene00018864","CSR",407.106,-0.152,0.543,"WBGene00018864","CSR",3226.621,0.047,0.811
"WBGene00018866","CSR",1697.43,0.399,0.005,"WBGene00018866","CSR",3432.166,-0.09,0.554
"WBGene00018867","CSR",92.689,0.406,0.365,"WBGene00018867","CSR",523.318,0.23,0.395
"WBGene00018869","unk",30.191,0.271,0.761,"WBGene00018869","unk",397.855,0.075,0.866
"WBGene00018871","unk",5.127,-2.903,0.145,"WBGene00018871","unk",29.589,0.33,0.841
"WBGene00018872","CSR",466.986,-0.289,0.202,"WBGene00018872","CSR",3899.885,0.008,0.97
"WBGene00018873","unk",2.33,-2.663,0.393,"WBGene00018873","unk",14.366,0.064,0.979
"WBGene00018874","unk",5.514,1.288,0.479,"WBGene00018874","unk",125.27,0.616,0.179
"WBGene00018877","unk",6.969,0.247,0.903,"WBGene00018877","unk",871.791,0.354,0.095
"WBGene00018878","WAGO",2779.664,-1.646,0,"WBGene00018878","WAGO",1855.233,2.895,0
"WBGene00018879","unk",127.028,5.675,0,"WBGene00018879","unk",26.691,-0.446,0.753
"WBGene00018885","unk",5.961,0.382,0.852,"WBGene00018885","unk",220.587,0.611,0.055
"WBGene00018886","unk",28.555,1.046,0.157,"WBGene00018886","unk",82.003,0.217,0.8
"WBGene00018890","CSR",641.082,0.164,0.428,"WBGene00018890","CSR",2942.314,-0.158,0.202
"WBGene00018891","CSR",843.519,0.216,0.232,"WBGene00018891","CSR",2527.9,-0.004,0.988
"WBGene00018892","CSR",769.242,0.65,0,"WBGene00018892","CSR",2581.723,0.01,0.966
"WBGene00018893","CSR",519.167,0.366,0.07,"WBGene00018893","CSR",1931.794,0.175,0.215
"WBGene00018894","CSR",522.847,-0.266,0.237,"WBGene00018894","CSR",835.842,0.357,0.065
"WBGene00018895","ALG",21.001,2.576,0.004,"WBGene00018895","ALG",12.551,4.524,0.008
"WBGene00018896","unk",27.544,-4.871,0,"WBGene00018896","unk",4.582,1.114,0.744
"WBGene00018897","WAGO",332.608,-2.3,0,"WBGene00018897","WAGO",2043.596,-0.059,0.771
"WBGene00018898","CSR",2365.026,0.117,0.47,"WBGene00018898","CSR",6137.629,0.044,0.808
"WBGene00018900","CSR",1879.517,-0.136,0.38,"WBGene00018900","CSR",19254.758,-0.284,0
"WBGene00018901","CSR",237.396,0.683,0.011,"WBGene00018901","CSR",415.821,-0.007,0.989
"WBGene00018902","CSR",479.821,0.782,0,"WBGene00018902","CSR",1703.427,-0.018,0.949
"WBGene00018903","unk",17.62,0.928,0.346,"WBGene00018903","unk",145.979,0.567,0.178
"WBGene00018904","unk",183.98,1.11,0,"WBGene00018904","unk",745.583,0.149,0.555
"WBGene00018906","unk",4.488,-5.336,0.025,"WBGene00018906","unk",10.924,-0.582,0.805
"WBGene00018907","unk",247.094,0.109,0.738,"WBGene00018907","unk",97.023,-0.34,0.618
"WBGene00018908","CSR",324.709,-0.326,0.187,"WBGene00018908","CSR",1083.848,0.049,0.872
"WBGene00018909","WAGO",494.863,-1.685,0,"WBGene00018909","WAGO",2003.269,0.238,0.084
"WBGene00018910","unk",22.716,1.491,0.081,"WBGene00018910","unk",1293.571,1.096,0
"WBGene00018913","unk",3.01,-1.415,0.599,"WBGene00018913","unk",5.417,1.949,0.856
"WBGene00018918","unk",6.031,-0.238,0.905,"WBGene00018918","unk",14.361,1.196,0.539
"WBGene00018920","unk",36.817,-1.228,0.059,"WBGene00018920","unk",31.213,0.59,0.611
"WBGene00018921","CSR",251.559,-0.429,0.111,"WBGene00018921","CSR",315.827,0.37,0.343
"WBGene00018923","unk",824.616,-0.323,0.065,"WBGene00018923","unk",328.129,0.188,0.628
"WBGene00018924","unk",4.165,-0.175,0.944,"WBGene00018924","unk",9.511,-0.526,0.837
"WBGene00018925","CSR",83.102,-0.514,0.264,"WBGene00018925","CSR",1508.362,-0.034,0.898
"WBGene00018926","ALG",5.392,4.65,0.044,"WBGene00018926","ALG",13.218,3.537,0.014
"WBGene00018928","WAGO",159.828,-4.229,0,"WBGene00018928","WAGO",212.001,0.181,0.728
"WBGene00018929","unk",988.054,-4.286,0,"WBGene00018929","unk",19.935,0.289,0.891
"WBGene00018930","unk",20.147,1.808,0.036,"WBGene00018930","unk",23.238,5.457,0
"WBGene00018931","unk",40.399,-0.859,0.182,"WBGene00018931","unk",34.259,-0.291,0.841
"WBGene00018932","CSR",323.768,0.723,0.002,"WBGene00018932","CSR",1023.562,0.226,0.276
"WBGene00018934","CSR",333.134,0.424,0.09,"WBGene00018934","CSR",1131.384,0.068,0.787
"WBGene00018935","unk",679.851,-0.455,0.019,"WBGene00018935","unk",573.526,0.121,0.69
"WBGene00018937","unk",2.115,3.199,0.313,"WBGene00018937","unk",4.903,-0.378,0.92
"WBGene00018939","unk",39.744,0.521,0.45,"WBGene00018939","unk",29.05,0.731,0.539
"WBGene00018941","unk",9.129,1.302,0.343,"WBGene00018941","unk",4.334,0.182,0.968
"WBGene00018943","WAGO",182.697,-0.823,0.006,"WBGene00018943","WAGO",4.226,1.908,0.571
"WBGene00018946","unk",9.977,-2.461,0.072,"WBGene00018946","unk",55.569,0.42,0.639
"WBGene00018948","CSR",464.965,0.157,0.504,"WBGene00018948","CSR",2389.438,-0.021,0.926
"WBGene00018949","unk",46.909,0.093,0.902,"WBGene00018949","unk",8.709,-0.386,0.894
"WBGene00018950","CSR",1179.873,0.735,0,"WBGene00018950","CSR",4233.869,0.058,0.727
"WBGene00018951","unk",13.96,0.466,0.7,"WBGene00018951","unk",1559.091,0.542,0
"WBGene00018952","unk",13.232,0.034,0.981,"WBGene00018952","unk",127.009,-1.255,0.001
"WBGene00018953","CSR",818.535,-0.24,0.191,"WBGene00018953","CSR",7539.891,-0.06,0.646
"WBGene00018954","ALG",292.105,0.364,0.154,"WBGene00018954","ALG",978.394,0.104,0.67
"WBGene00018955","unk",341.716,1.104,0,"WBGene00018955","unk",339.851,0.547,0.03
"WBGene00018957","CSR",229.182,1.248,0,"WBGene00018957","CSR",561.086,0.102,0.761
"WBGene00018958","unk",21.615,0.108,0.92,"WBGene00018958","unk",163.417,-0.261,0.625
"WBGene00018959","unk",1748.949,-1.088,0,"WBGene00018959","unk",2602.008,0.047,0.818
"WBGene00018960","CSR",321.671,-1.027,0,"WBGene00018960","CSR",2399.497,-0.293,0.009
"WBGene00018961","CSR",128.255,0.501,0.175,"WBGene00018961","CSR",976.151,0.087,0.788
"WBGene00018963","unk",1130.106,0.09,0.634,"WBGene00018963","unk",8864.956,0.066,0.606
"WBGene00018964","CSR",355.263,-0.128,0.656,"WBGene00018964","CSR",1738.376,0.071,0.739
"WBGene00018965","unk",42.839,-1.236,0.042,"WBGene00018965","unk",41.218,-2.255,0.002
"WBGene00018966","unk",12.116,0.461,0.73,"WBGene00018966","unk",105.34,0.536,0.31
"WBGene00018967","CSR",2390.037,0.388,0.004,"WBGene00018967","CSR",3694.338,-0.103,0.445
"WBGene00018970","unk",2.046,0.557,0.865,"WBGene00018970","unk",2.849,1.639,0.706
"WBGene00018971","unk",12.448,-1.026,0.408,"WBGene00018971","unk",114.844,-0.386,0.51
"WBGene00018974","CSR",682.214,0.075,0.74,"WBGene00018974","CSR",3075.444,-0.064,0.722
"WBGene00018975","CSR",1499.479,0.351,0.026,"WBGene00018975","CSR",1239.991,0.058,0.844
"WBGene00018976","unk",34.224,-0.775,0.269,"WBGene00018976","unk",61.895,-1.383,0.017
"WBGene00018980","unk",6.629,2.444,0.133,"WBGene00018980","unk",10.995,4.407,0.017
"WBGene00018984","unk",24.849,0.206,0.837,"WBGene00018984","unk",1123.089,0.274,0.104
"WBGene00018987","CSR",205.877,0.144,0.693,"WBGene00018987","CSR",521.637,-0.691,0
"WBGene00018989","unk",36.06,-3.162,0,"WBGene00018989","unk",72.54,0.327,0.695
"WBGene00018990","WAGO",11135.576,1.881,0,"WBGene00018990","WAGO",176.914,0.214,0.692
"WBGene00018991","CSR",298.524,0.175,0.542,"WBGene00018991","CSR",2188.242,-0.359,0.001
"WBGene00018992","unk",19.469,-0.511,0.618,"WBGene00018992","unk",22.126,-1.431,0.192
"WBGene00018994","unk",4.959,0.755,0.708,"WBGene00018994","unk",7.414,4.725,0.053
"WBGene00018995","CSR",163.701,-0.715,0.023,"WBGene00018995","CSR",3226.386,-0.024,0.913
"WBGene00018996","CSR",70.153,-0.715,0.154,"WBGene00018996","CSR",552.855,-0.022,0.958
"WBGene00018997","unk",54.332,0.321,0.594,"WBGene00018997","unk",11.44,-0.101,0.97
"WBGene00018998","CSR",510.964,0.4,0.072,"WBGene00018998","CSR",1670.928,-0.024,0.924
"WBGene00018999","ALG",13.241,3.911,0.002,"WBGene00018999","ALG",9.003,2.652,0.156
"WBGene00019001","ALG",785.228,0.477,0.008,"WBGene00019001","ALG",6221.898,0.261,0.005
"WBGene00019002","CSR",842.493,0.45,0.01,"WBGene00019002","CSR",3258.097,-0.178,0.185
"WBGene00019003","WAGO",417.541,-1.951,0,"WBGene00019003","WAGO",1109.311,0.067,0.798
"WBGene00019004","unk",832.885,-0.932,0,"WBGene00019004","unk",2460.822,-0.053,0.793
"WBGene00019005","CSR",51.902,-0.161,0.809,"WBGene00019005","CSR",689.407,0.143,0.604
"WBGene00019006","unk",78.191,0.495,0.315,"WBGene00019006","unk",607.363,0.062,0.875
"WBGene00019007","ALG",3.199,5.409,0.044,"WBGene00019007","ALG",1217.486,0.104,0.656
"WBGene00019008","CSR",1281.877,0.654,0,"WBGene00019008","CSR",869.58,0.015,0.966
"WBGene00019009","unk",1384.639,0.344,0.022,"WBGene00019009","unk",173.797,-0.224,0.669
"WBGene00019010","unk",159.598,0.842,0.007,"WBGene00019010","unk",47.112,-0.235,0.851
"WBGene00019011","unk",750.843,-0.041,0.862,"WBGene00019011","unk",3485.436,0.07,0.68
"WBGene00019012","unk",85.566,0.507,0.276,"WBGene00019012","unk",38.471,0.791,0.401
"WBGene00019013","CSR",1044.235,0.747,0,"WBGene00019013","CSR",853.306,-0.136,0.57
"WBGene00019014","unk",5.219,-0.272,0.898,"WBGene00019014","unk",23.595,-0.605,0.689
"WBGene00019017","unk",168.396,0.988,0.003,"WBGene00019017","unk",13017.077,0.631,0
"WBGene00019018","unk",10.081,1.805,0.149,"WBGene00019018","unk",255.699,-0.398,0.286
"WBGene00019019","unk",5828.334,0.51,0,"WBGene00019019","unk",4.422,0.166,0.972
"WBGene00019020","unk",7.16,2.577,0.101,"WBGene00019020","unk",11.787,0.346,0.893
"WBGene00019022","unk",3.485,0.931,0.698,"WBGene00019022","unk",159.584,0.079,0.913
"WBGene00019024","ALG",14.928,3.483,0.002,"WBGene00019024","ALG",19.616,3.262,0.004
"WBGene00019026","ALG",5.449,2.463,0.198,"WBGene00019026","ALG",9.961,5.277,0.016
"WBGene00019029","unk",1.805,2.97,0.425,"WBGene00019029","unk",29.329,0.576,0.639
"WBGene00019030","WAGO",60.712,-5.631,0,"WBGene00019030","WAGO",53.401,-0.136,0.916
"WBGene00019034","unk",85.265,-1.507,0.001,"WBGene00019034","unk",12.956,0.402,0.865
"WBGene00019035","WAGO",284.651,-3.895,0,"WBGene00019035","WAGO",56.107,0.038,0.976
"WBGene00019037","unk",80.943,-4.185,0,"WBGene00019037","unk",127.938,-0.584,0.209
"WBGene00019039","unk",24.578,-3.68,0,"WBGene00019039","unk",24.332,-0.947,0.411
"WBGene00019040","unk",2.088,-2.63,0.411,"WBGene00019040","unk",9.538,0.468,0.858
"WBGene00019041","unk",7.422,1.454,0.36,"WBGene00019041","unk",31.441,-0.419,0.745
"WBGene00019042","unk",12.646,-2.858,0.021,"WBGene00019042","unk",41.973,-0.517,0.619
"WBGene00019043","unk",109.775,-5.319,0,"WBGene00019043","unk",44.198,-0.579,0.537
"WBGene00019044","WAGO",572.89,-4.134,0,"WBGene00019044","WAGO",37.502,-0.077,0.958
"WBGene00019045","unk",12.055,-3.268,0.015,"WBGene00019045","unk",30.36,-0.005,0.998
"WBGene00019047","unk",5.145,-4.04,0.076,"WBGene00019047","unk",27.52,0.076,0.966
"WBGene00019048","unk",2.843,0.414,0.886,"WBGene00019048","unk",28.775,0.023,0.99
"WBGene00019055","WAGO",119.594,-0.058,0.91,"WBGene00019055","WAGO",16.66,-0.328,0.872
"WBGene00019057","unk",54.837,2.146,0,"WBGene00019057","unk",166.72,0.124,0.842
"WBGene00019060","unk",8.811,0.482,0.755,"WBGene00019060","unk",625.219,0.252,0.26
"WBGene00019061","unk",266.364,0.3,0.29,"WBGene00019061","unk",634.235,0.116,0.71
"WBGene00019062","ALG",4.738,4.467,0.056,"WBGene00019062","ALG",3.461,5.203,0.112
"WBGene00019063","unk",6.329,-0.428,0.818,"WBGene00019063","unk",8.562,6.471,0.004
"WBGene00019064","unk",5.796,-0.401,0.84,"WBGene00019064","unk",1260.773,-0.794,0
"WBGene00019067","unk",3.229,-2.117,0.384,"WBGene00019067","unk",18.796,-2.072,0.071
"WBGene00019068","unk",14.278,-0.809,0.481,"WBGene00019068","unk",342.617,0.677,0.006
"WBGene00019069","WAGO",26.944,-2.686,0.001,"WBGene00019069","WAGO",50.899,0.738,0.401
"WBGene00019070","WAGO",21981.76,1.288,0,"WBGene00019070","WAGO",51.946,4.186,0
"WBGene00019072","WAGO",4.37,-1.88,0.367,"WBGene00019072","WAGO",7.311,-0.096,0.977
"WBGene00019073","unk",4.423,-0.246,0.916,"WBGene00019073","unk",118.879,1.246,0.002
"WBGene00019074","unk",80.421,0.393,0.424,"WBGene00019074","unk",669.592,-0.533,0.004
"WBGene00019075","CSR",662.375,0.427,0.019,"WBGene00019075","CSR",1530.482,-0.011,0.967
"WBGene00019076","CSR",211.499,0.472,0.131,"WBGene00019076","CSR",1000.164,-0.004,0.99
"WBGene00019077","ALG",131.403,-0.026,0.955,"WBGene00019077","ALG",2141.492,0.044,0.847
"WBGene00019079","CSR",322.491,0.169,0.543,"WBGene00019079","CSR",699.6,-0.125,0.649
"WBGene00019081","ALG",4.715,5.982,0.01,"WBGene00019081","ALG",9.719,3.629,0.047
"WBGene00019082","WAGO",166.024,-4.723,0,"WBGene00019082","WAGO",519.184,-0.178,0.558
"WBGene00019084","ALG",22.02,4.345,0,"WBGene00019084","ALG",4.876,5.686,0.04
"WBGene00019085","unk",2.447,-0.347,0.919,"WBGene00019085","unk",3.084,0.773,0.869
"WBGene00019086","ALG",15.763,6.259,0,"WBGene00019086","ALG",24.976,3.206,0.001
"WBGene00019087","CSR",2829.441,-0.251,0.063,"WBGene00019087","CSR",8887.903,-0.064,0.614
"WBGene00019089","unk",53.565,3.697,0,"WBGene00019089","unk",3.728,2.118,0.54
"WBGene00019094","WAGO",3130.75,4.268,0,"WBGene00019094","WAGO",26.589,1.332,0.199
"WBGene00019095","unk",51.973,-0.18,0.786,"WBGene00019095","unk",372.71,0.384,0.149
"WBGene00019096","unk",1804.334,5.182,0,"WBGene00019096","unk",3.884,3.722,0.251
"WBGene00019097","unk",2.788,0.766,0.782,"WBGene00019097","unk",1122.162,-0.099,0.682
"WBGene00019098","unk",5.378,-2.257,0.227,"WBGene00019098","unk",6.629,-0.397,0.904
"WBGene00019100","unk",17.368,-0.014,0.991,"WBGene00019100","unk",342.637,0.343,0.25
"WBGene00019101","unk",28.915,-3.655,0,"WBGene00019101","unk",24.954,-0.019,0.991
"WBGene00019102","unk",204.73,0.081,0.82,"WBGene00019102","unk",508.973,-0.263,0.31
"WBGene00019103","unk",111.25,-4.222,0,"WBGene00019103","unk",10.19,-0.737,0.751
"WBGene00019105","unk",6.771,1.012,0.536,"WBGene00019105","unk",132.943,-0.109,0.886
"WBGene00019106","unk",2.164,0.174,0.958,"WBGene00019106","unk",2.874,-2.346,0.533
"WBGene00019108","unk",8.253,-1.506,0.301,"WBGene00019108","unk",46.214,0.01,0.995
"WBGene00019114","unk",30.51,-3.497,0,"WBGene00019114","unk",30.993,-0.745,0.502
"WBGene00019115","unk",2.822,-1.874,0.473,"WBGene00019115","unk",32.097,-0.587,0.663
"WBGene00019117","unk",4.269,-1.536,0.497,"WBGene00019117","unk",50.082,-0.173,0.889
"WBGene00019118","CSR",737.986,0.053,0.814,"WBGene00019118","CSR",4642.884,-0.232,0.015
"WBGene00019120","CSR",203.169,0.215,0.515,"WBGene00019120","CSR",4047.348,-0.202,0.058
"WBGene00019121","CSR",344.735,0.172,0.515,"WBGene00019121","CSR",3986.462,0.054,0.765
"WBGene00019122","WAGO",127.434,-2.376,0,"WBGene00019122","WAGO",1096.9,-0.199,0.284
"WBGene00019124","CSR",1038.542,0.853,0,"WBGene00019124","CSR",5016.906,-0.077,0.587
"WBGene00019125","WAGO",1239.132,-2.243,0,"WBGene00019125","WAGO",530.593,0.274,0.261
"WBGene00019126","unk",278.622,0.317,0.242,"WBGene00019126","unk",939.813,0.197,0.371
"WBGene00019127","unk",221.866,-0.408,0.167,"WBGene00019127","unk",3900.761,0.075,0.61
"WBGene00019128","unk",12.396,0.711,0.566,"WBGene00019128","unk",28.567,-0.353,0.807
"WBGene00019129","CSR",680.707,0.152,0.456,"WBGene00019129","CSR",624.575,0.057,0.881
"WBGene00019130","unk",430.532,-1.41,0,"WBGene00019130","unk",1736.054,-0.025,0.919
"WBGene00019131","WAGO",877.859,-4.61,0,"WBGene00019131","WAGO",244.513,2.046,0
"WBGene00019132","unk",399.285,-1.432,0,"WBGene00019132","unk",154.359,0.712,0.065
"WBGene00019133","WAGO",595.294,0.041,0.869,"WBGene00019133","WAGO",3.335,1.758,0.624
"WBGene00019134","unk",186.874,-1.889,0,"WBGene00019134","unk",61.324,1.92,0.001
"WBGene00019138","WAGO",10051.248,1.925,0,"WBGene00019138","WAGO",79.885,0.867,0.166
"WBGene00019139","WAGO",1068.156,-4.35,0,"WBGene00019139","WAGO",264.952,1.119,0
"WBGene00019140","unk",181.203,-0.174,0.621,"WBGene00019140","unk",157.378,0.482,0.253
"WBGene00019141","unk",262.401,-1.238,0,"WBGene00019141","unk",705.667,0.143,0.648
"WBGene00019142","WAGO",111.978,-3.205,0,"WBGene00019142","WAGO",207.058,0.952,0.003
"WBGene00019143","unk",64.188,-3.995,0,"WBGene00019143","unk",140.779,-1.13,0.002
"WBGene00019144","unk",2.283,-2.777,0.367,"WBGene00019144","unk",3.818,-1.136,0.76
"WBGene00019146","unk",10.085,-5.041,0.009,"WBGene00019146","unk",27.022,-0.737,0.546
"WBGene00019148","unk",4.66,1.791,0.388,"WBGene00019148","unk",209.967,-1.38,0
"WBGene00019149","unk",2.281,0.891,0.766,"WBGene00019149","unk",6.799,-0.02,0.996
"WBGene00019150","unk",12.522,0.129,0.935,"WBGene00019150","unk",5.104,3.269,0.227
"WBGene00019151","ALG",5.635,6.229,0.005,"WBGene00019151","ALG",18.079,3.344,0.005
"WBGene00019153","CSR",110.091,-0.257,0.561,"WBGene00019153","CSR",900.97,-0.162,0.503
"WBGene00019154","unk",2.533,-1.846,0.525,"WBGene00019154","unk",229.412,-3.644,0
"WBGene00019156","unk",25.168,-0.62,0.466,"WBGene00019156","unk",31.473,-0.229,0.886
"WBGene00019157","CSR",662.171,0.92,0,"WBGene00019157","CSR",1506.862,0.032,0.913
"WBGene00019158","CSR",152.463,-0.447,0.19,"WBGene00019158","CSR",952.788,-0.059,0.837
"WBGene00019162","CSR",858.008,0.492,0.004,"WBGene00019162","CSR",6989.865,0.016,0.932
"WBGene00019163","CSR",102.805,0.193,0.678,"WBGene00019163","CSR",4145.003,0.017,0.933
"WBGene00019164","unk",5.025,0.362,0.868,"WBGene00019164","unk",704.522,0.266,0.213
"WBGene00019165","unk",22.01,1.891,0.025,"WBGene00019165","unk",20.24,3.57,0.001
"WBGene00019166","unk",82.245,0.945,0.031,"WBGene00019166","unk",241.108,-0.38,0.3
"WBGene00019167","unk",704.263,-2.838,0,"WBGene00019167","unk",579.329,0.314,0.156
"WBGene00019168","CSR",714.88,0.37,0.059,"WBGene00019168","CSR",1188.449,0.044,0.88
"WBGene00019169","unk",17.492,2.94,0.002,"WBGene00019169","unk",14.11,5.741,0.005
"WBGene00019170","unk",44.737,-1.938,0.001,"WBGene00019170","unk",208.348,0.12,0.844
"WBGene00019174","WAGO",1630.22,1.396,0,"WBGene00019174","WAGO",3.785,1.395,0.712
"WBGene00019176","unk",8.773,0.089,0.958,"WBGene00019176","unk",44.071,0.162,0.901
"WBGene00019180","unk",14.832,1.134,0.28,"WBGene00019180","unk",49.126,-1.189,0.102
"WBGene00019181","unk",2.931,-3.173,0.251,"WBGene00019181","unk",3.342,0.001,1
"WBGene00019182","unk",4.226,2.571,0.221,"WBGene00019182","unk",96.658,-0.055,0.954
"WBGene00019183","unk",5.493,-0.77,0.691,"WBGene00019183","unk",7.764,-0.173,0.958
"WBGene00019184","unk",38.249,-8.427,0,"WBGene00019184","unk",63.782,-2.887,0
"WBGene00019185","unk",6.309,-2.7,0.136,"WBGene00019185","unk",64.347,-0.276,0.781
"WBGene00019187","unk",52.71,-0.405,0.499,"WBGene00019187","unk",90.026,0.388,0.586
"WBGene00019188","unk",79.234,1.539,0,"WBGene00019188","unk",130.549,-0.295,0.675
"WBGene00019189","unk",25006.789,5.103,0,"WBGene00019189","unk",20.702,-0.082,0.967
"WBGene00019190","unk",12.926,0.817,0.488,"WBGene00019190","unk",6.541,2.466,0.268
"WBGene00019194","unk",10.711,-2.68,0.043,"WBGene00019194","unk",6.32,0.52,0.88
"WBGene00019196","CSR",142.412,-1.057,0.002,"WBGene00019196","CSR",1776.247,0.109,0.538
"WBGene00019197","unk",12597.273,5.113,0,"WBGene00019197","unk",73.022,-0.832,0.16
"WBGene00019198","WAGO",5864.57,0.394,0.001,"WBGene00019198","WAGO",54.047,-0.356,0.748
"WBGene00019199","ALG",527.268,0.585,0.002,"WBGene00019199","ALG",1601.242,-0.116,0.566
"WBGene00019200","unk",102.541,-3.099,0,"WBGene00019200","unk",37.071,0.55,0.605
"WBGene00019203","unk",2.296,0.87,0.768,"WBGene00019203","unk",1248.367,0.52,0
"WBGene00019204","unk",106.988,-0.008,0.988,"WBGene00019204","unk",310.44,0.021,0.973
"WBGene00019205","unk",73.838,0.013,0.984,"WBGene00019205","unk",909.118,-0.03,0.929
"WBGene00019207","unk",150.794,0.123,0.765,"WBGene00019207","unk",1430.955,0.583,0
"WBGene00019208","unk",543.542,1.641,0,"WBGene00019208","unk",60.015,1.435,0.012
"WBGene00019209","ALG",2.483,2.399,0.397,"WBGene00019209","ALG",3678.191,-0.222,0.04
"WBGene00019211","unk",248.681,0.017,0.96,"WBGene00019211","unk",99.581,0.386,0.591
